"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2700.5","2681.25","2649.25","2732.5","2745.25","2777.25"
"6E","1.1591","1.1559","1.149","1.166","1.1697","1.1766"
"6B","130.84","130.55","129.85","131.54","131.95","132.65"
"6J","90.69","90.5","89.95","91.24","91.6","92.15"
"6A","73.32","73.16","72.85","73.63","73.78","74.09"
"6C","75.105","74.76","74.16","75.705","75.96","76.56"
"NG","2.91","2.879","2.795","2.994","3.047","3.131"
"CL","72.48","71.52","69.8","74.2","74.96","76.68"
"RB","209.17","207.78","204.68","212.27","213.98","217.08"
"SI","15.95","15.855","15.645","16.16","16.275","16.485"
"HG","294.75","292.4","287.25","299.9","302.7","307.85"
"GC","1246.9","1242.9","1234.6","1255.2","1259.5","1267.8"
"ZT","105.921875","105.890625","105.828125","105.984375","106.015625","106.078125"
"ZF","113.5703125","113.5078125","113.3359375","113.7421875","113.8515625","114.0234375"
"ZN","120.09375","120","119.734375","120.359375","120.53125","120.796875"
"ZB","144.78125","144.625","144.1875","145.21875","145.5","145.9375"
"UB","159.40625","159.1875","158.65625","159.9375","160.25","160.78125"
"ZC","363.25","360.75","353.5","370.5","375.25","382.5"
"ZS","879.25","875.25","865","889.5","895.75","906"
"ZW","480","476.25","466.25","490","496.25","506.25"
"TN","128.09375","127.96875","127.640625","128.421875","128.625","128.953125"
"6S","100.69","100.56","100.24","101.01","101.2","101.52"
"NQ","6987.75","6914.75","6797.75","7104.75","7148.75","7265.75"
"NIY","22095","21915","21630","22380","22485","22770"
"YM","24041","23863","23560","24344","24469","24772"
"FGBL","162.22","161.97","161.51","162.68","162.89","163.35"
"FGBX","176.04","175.32","174.14","177.22","177.68","178.86"
"FDAX","12039","11934","11672.5","12300.5","12457","12718.5"
"FBTP","125.48","124.83","123.77","126.54","126.95","128.01"
"FOAT","153.87","153.62","153.23","154.26","154.4","154.79"
"FESX","3328","3306","3252","3382","3414","3468"
"R","123.13","123","122.71","123.42","123.58","123.87"
"Z","7511","7471","7389","7593","7635","7717"
