"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2738.25","2724.25","2687.25","2775.25","2798.25","2835.25"
"6E","1.162","1.1542","1.14205","1.17415","1.1785","1.19065"
"6B","132","130.94","129.29","133.65","134.24","135.89"
"6J","91.065","90.56","89.795","91.83","92.09","92.855"
"6A","73.6","73.28","72.79","74.09","74.26","74.75"
"6C","75.135","74.99","74.735","75.39","75.5","75.755"
"NG","2.945","2.916","2.855","3.006","3.038","3.099"
"CL","64.54","63.53","61.7","66.37","67.19","69.02"
"RB","198.19","196.79","193.83","201.15","202.71","205.67"
"SI","16.225","16.12","15.95","16.395","16.46","16.63"
"HG","301","299.8","296.45","304.35","306.5","309.85"
"GC","1265.2","1259.8","1251","1274","1277.4","1286.2"
"ZT","105.84375","105.78125","105.703125","105.921875","105.9375","106.015625"
"ZF","113.234375","113.0546875","112.765625","113.5234375","113.6328125","113.921875"
"ZN","119.5625","119.25","118.765625","120.046875","120.21875","120.703125"
"ZB","143.3125","142.6875","141.6875","144.3125","144.6875","145.6875"
"UB","157.03125","156.125","154.65625","158.5","159.0625","160.53125"
"ZC","372.75","367.25","358","382","385.75","395"
"ZS","896.25","891","877.75","909.5","917.5","930.75"
"ZW","496.75","486.5","469.75","513.5","520","536.75"
"TN","127.28125","126.875","126.234375","127.921875","128.15625","128.796875"
"6S","101.09","100.53","99.63","101.99","102.33","103.23"
"NQ","7191","7144.25","7014.75","7320.5","7403.25","7532.75"
"NIY","22255","22125","21760","22620","22855","23220"
"YM","24323","24174","23795","24702","24932","25311"
"FGBL","161.53","160.92","159.91","162.54","162.94","163.95"
"FGBX","173.1","171.92","169.82","175.2","176.12","178.22"
"FDAX","12383","12273.5","12005","12651.5","12810.5","13079"
"FBTP","125.65","124.83","122.58","127.9","129.33","131.58"
"FOAT","153.71","153.48","153.03","154.16","154.38","154.83"
"FESX","3369","3344","3280","3433","3472","3536"
"R","122.51","122","121.18","123.33","123.64","124.46"
"Z","7443.5","7395.5","7262","7577","7662.5","7796"
