"Symbol","Support 1","Support 2","Support 3","Resistance 1","Resistance 2","Resistance 3"
"ES","2563","2558","2545.5","2575.5","2583","2595.5"
"6E","1.16325","1.15965","1.1533","1.1696","1.17235","1.1787"
"6B","131.62","131.05","130.13","132.54","132.89","133.81"
"6J","88.17","87.795","87.18","88.785","89.025","89.64"
"6A","76.58","76.37","76.02","76.93","77.07","77.42"
"6C","77.79","77.645","77.36","78.075","78.215","78.5"
"NG","2.94","2.915","2.858","2.997","3.029","3.086"
"CL","53.8","53.45","52.79","54.46","54.77","55.43"
"RB","170.02","168.71","166","172.73","174.13","176.84"
"SI","16.735","16.625","16.435","16.925","17.005","17.195"
"HG","309.5","307.8","305","312.3","313.4","316.2"
"GC","1271.7","1265.8","1255.9","1281.6","1285.6","1295.5"
"ZT","107.6875","107.671875","107.640625","107.71875","107.734375","107.765625"
"ZF","117.140625","117.0234375","116.84375","117.3203125","117.3828125","117.5625"
"ZN","124.8125","124.609375","124.296875","125.125","125.234375","125.546875"
"ZB","151.65625","150.96875","149.90625","152.71875","153.09375","154.15625"
"UB","163.59375","162.625","161.15625","165.0625","165.5625","167.03125"
"ZC","347.5","346.25","344","349.75","350.75","353"
"ZS","980.5","976.75","966.75","990.5","996.75","1006.75"
"ZW","422","419","412.5","428.5","432","438.5"
"TN","133.625","133.28125","132.75","134.15625","134.34375","134.875"
"6S","100.47","100.12","99.55","101.04","101.26","101.83"
"NQ","6202","6180","6134.75","6247.25","6270.5","6315.75"
"NIY","21800","21705","21460","22045","22195","22440"
"YM","23249","23207","23097","23359","23427","23537"
"FGBL","162.4","162.08","161.59","162.89","163.06","163.55"
"FGBX","164.58","163.74","162.44","165.88","166.34","167.64"
"FDAX","13201.5","13180.5","13137","13245","13267.5","13311"
"FBTP","138.53","137.73","136.53","139.73","140.13","141.33"
"FOAT","156.98","156.63","156.1","157.51","157.69","158.22"
"FESX","3644","3634","3615","3663","3672","3691"
"R","124.16","123.92","123.56","124.52","124.64","125"
"Z","7440.5","7429","7402","7467.5","7483","7510"
